"nid","title","body","body_format","body_summary","sinopsis","image_fid","archivo_fid"
"3525","Alejandro Herrera regresa a casa y expone en la Galería Jorge Martínez","NULL","NULL","NULL","“Un tramo recorrido” estará hasta el 13 de septiembre; la entrada es gratuita","13912","NULL"
"3526","Egresada de UdeG, y tres mexicanos más, participan en el Coro Mundial de Jóvenes","NULL","NULL","NULL","Realizan una gira y conmemoran el aniversario de la sinfonía n° 9 de Beethoven","13918","NULL"
"3526","Egresada de UdeG, y tres mexicanos más, participan en el Coro Mundial de Jóvenes","NULL","NULL","NULL","Realizan una gira y conmemoran el aniversario de la sinfonía n° 9 de Beethoven","13919","NULL"
"3526","Egresada de UdeG, y tres mexicanos más, participan en el Coro Mundial de Jóvenes","NULL","NULL","NULL","Realizan una gira y conmemoran el aniversario de la sinfonía n° 9 de Beethoven","13920","NULL"
"3527","Déficit formativo sobre los efectos del cambio climático en la arquitectura","NULL","NULL","NULL","CUAAD realiza el seminario internacional “Los retos del urbanismo y la ciudad en transformación”","13925","NULL"
"3527","Déficit formativo sobre los efectos del cambio climático en la arquitectura","NULL","NULL","NULL","CUAAD realiza el seminario internacional “Los retos del urbanismo y la ciudad en transformación”","13926","NULL"
"3529","Cuatro obras teatrales de UdeG compiten en FITU 2024 de la UNAM","NULL","NULL","NULL","Hechas por talentos del CUAAD y CUCSH compiten en la final, presentándose a inicios de septiembre en la Ciudad Universitaria de la Ciudad de México","13933","NULL"
"3529","Cuatro obras teatrales de UdeG compiten en FITU 2024 de la UNAM","NULL","NULL","NULL","Hechas por talentos del CUAAD y CUCSH compiten en la final, presentándose a inicios de septiembre en la Ciudad Universitaria de la Ciudad de México","13934","NULL"
"3529","Cuatro obras teatrales de UdeG compiten en FITU 2024 de la UNAM","NULL","NULL","NULL","Hechas por talentos del CUAAD y CUCSH compiten en la final, presentándose a inicios de septiembre en la Ciudad Universitaria de la Ciudad de México","13935","NULL"
"3529","Cuatro obras teatrales de UdeG compiten en FITU 2024 de la UNAM","NULL","NULL","NULL","Hechas por talentos del CUAAD y CUCSH compiten en la final, presentándose a inicios de septiembre en la Ciudad Universitaria de la Ciudad de México","13936","NULL"
"3530","Filántropa Gladys Grodman recibe homenaje póstumo por sus contribuciones a la educación","NULL","NULL","NULL","Por contruibuir a la formación académica de artistas y jóvenes universitarios, recibió un homenaje por parte de la UdeG y la University of Guadalajara Foundation USA","13937","NULL"
"3531","Inicia en el CUAAD la Jornada Internacional de Arte","NULL","NULL","NULL","Las actividades, que incluyen conferencias, cursos, seminarios y conciertos concluirán el 11 de septiembre","13938","NULL"
"3531","Inicia en el CUAAD la Jornada Internacional de Arte","NULL","NULL","NULL","Las actividades, que incluyen conferencias, cursos, seminarios y conciertos concluirán el 11 de septiembre","13939","NULL"
"3531","Inicia en el CUAAD la Jornada Internacional de Arte","NULL","NULL","NULL","Las actividades, que incluyen conferencias, cursos, seminarios y conciertos concluirán el 11 de septiembre","13940","NULL"
"3532","Buscan crear conciencia sobre el acceso al arte entre personas con discapacidad","NULL","NULL","NULL","La Jornada Internacional de Arte “El arte como mecanismo de transformación social”, tiene lugar en la sede Artes del CUAAD","13942","NULL"
"3532","Buscan crear conciencia sobre el acceso al arte entre personas con discapacidad","NULL","NULL","NULL","La Jornada Internacional de Arte “El arte como mecanismo de transformación social”, tiene lugar en la sede Artes del CUAAD","13943","NULL"
"3533","Arquitectura de conciencia social para mujeres violentadas y familiares de desaparecidos","NULL","NULL","NULL","Estudiantes de arquitectura diseñaron un albergue para mujeres víctimas de violencia y un centro comunitario para familiares de personas desaparecidas, bajo el enfoque de conciencia social ante la violencia","13944","NULL"
"3533","Arquitectura de conciencia social para mujeres violentadas y familiares de desaparecidos","NULL","NULL","NULL","Estudiantes de arquitectura diseñaron un albergue para mujeres víctimas de violencia y un centro comunitario para familiares de personas desaparecidas, bajo el enfoque de conciencia social ante la violencia","13945","NULL"
"3534","Rita Basulto y Mario Martínez Cobos destacan en la entrega de los Premios Ariel","NULL","NULL","NULL","Fueron galardonados en las categorías de Mejor cortometraje de animación y Mejor sonido","13949","NULL"
"3534","Rita Basulto y Mario Martínez Cobos destacan en la entrega de los Premios Ariel","NULL","NULL","NULL","Fueron galardonados en las categorías de Mejor cortometraje de animación y Mejor sonido","13950","NULL"
"3535","Alumnos del CUAAD logran el tercer lugar en concurso internacional de C40 Cities","NULL","NULL","NULL","Armaron una estrategia sobre aspectos culturales, de seguridad y ambientales","13951","NULL"
"3535","Alumnos del CUAAD logran el tercer lugar en concurso internacional de C40 Cities","NULL","NULL","NULL","Armaron una estrategia sobre aspectos culturales, de seguridad y ambientales","13952","NULL"
"3536","Artista visual Charles Gaines visita por primera vez el CUAAD","NULL","NULL","NULL","En conferencia dada a estudiantes apuntó que crea arte a partir de ideas, y no de sentimientos","13970","NULL"
"3536","Artista visual Charles Gaines visita por primera vez el CUAAD","NULL","NULL","NULL","En conferencia dada a estudiantes apuntó que crea arte a partir de ideas, y no de sentimientos","13971","NULL"
"3537","Egresada del CUAAD presenta su libro “Cromática natural”","NULL","NULL","NULL","Promueve el uso de tintes naturales para prendas de vestir y rescata saberes de comunidades originarias de México","13978","NULL"
"3537","Egresada del CUAAD presenta su libro “Cromática natural”","NULL","NULL","NULL","Promueve el uso de tintes naturales para prendas de vestir y rescata saberes de comunidades originarias de México","13979","NULL"
"3538","Evacúa UdeG a 238 mil personas durante Macrosimulacro Nacional 2024","NULL","NULL","NULL","En el edificio de Rectoría General participaron 769 personas, quienes desalojaron el recinto en un tiempo récord de cinco minutos","13987","NULL"
"3538","Evacúa UdeG a 238 mil personas durante Macrosimulacro Nacional 2024","NULL","NULL","NULL","En el edificio de Rectoría General participaron 769 personas, quienes desalojaron el recinto en un tiempo récord de cinco minutos","13988","NULL"
"3538","Evacúa UdeG a 238 mil personas durante Macrosimulacro Nacional 2024","NULL","NULL","NULL","En el edificio de Rectoría General participaron 769 personas, quienes desalojaron el recinto en un tiempo récord de cinco minutos","13989","NULL"
"3538","Evacúa UdeG a 238 mil personas durante Macrosimulacro Nacional 2024","NULL","NULL","NULL","En el edificio de Rectoría General participaron 769 personas, quienes desalojaron el recinto en un tiempo récord de cinco minutos","13990","NULL"
"3538","Evacúa UdeG a 238 mil personas durante Macrosimulacro Nacional 2024","NULL","NULL","NULL","En el edificio de Rectoría General participaron 769 personas, quienes desalojaron el recinto en un tiempo récord de cinco minutos","13991","NULL"
"3539","Destacan teatreros de UdeG durante FITU UNAM 2024","NULL","NULL","NULL","Cuatro grupos escénicos del CUAAD y el CUCSH ganan premio y menciones, que posicionan a esta Casa de Estudio como la más destacada en el encuentro de teatro","13992","NULL"
"3539","Destacan teatreros de UdeG durante FITU UNAM 2024","NULL","NULL","NULL","Cuatro grupos escénicos del CUAAD y el CUCSH ganan premio y menciones, que posicionan a esta Casa de Estudio como la más destacada en el encuentro de teatro","13993","NULL"
"3540","Realiza CUAAD workshop sobre innovación contra incendios en el Bosque La Primavera","NULL","NULL","NULL","Estudiantes de este plantel y del CUCSH trabajan propuestas que esperan presentar este año","13996","NULL"
"3540","Realiza CUAAD workshop sobre innovación contra incendios en el Bosque La Primavera","NULL","NULL","NULL","Estudiantes de este plantel y del CUCSH trabajan propuestas que esperan presentar este año","13997","NULL"
"3541","“Floreciendo”, fotografías contra la violencia de género","NULL","NULL","NULL","La fotoperiodista Mariana Hernández León, egresada del CUAAD, presenta muestra interdisciplinaria en Colegio de Jalisco","13998","NULL"
"3541","“Floreciendo”, fotografías contra la violencia de género","NULL","NULL","NULL","La fotoperiodista Mariana Hernández León, egresada del CUAAD, presenta muestra interdisciplinaria en Colegio de Jalisco","13999","NULL"
"3542","“ApropiArte” busca que más preparatorianos vivan el MUSA","NULL","NULL","NULL","Gregoria González, estudiante de la maestría en Gestión y Desarrollo Cultural del CUAAD, crea estrategia para formar públicos de museos de forma didáctica","14004","NULL"
"3542","“ApropiArte” busca que más preparatorianos vivan el MUSA","NULL","NULL","NULL","Gregoria González, estudiante de la maestría en Gestión y Desarrollo Cultural del CUAAD, crea estrategia para formar públicos de museos de forma didáctica","14006","NULL"
"3543","Exhiben fotografías de estudiantes en la galería Jorge Martínez","NULL","NULL","NULL","Como parte de la Semana de la Foto, en el CUAAD habrá cursos, conferencias, presentaciones de libros y charlas desde visiones profesionales y académicas","14007","NULL"
"3543","Exhiben fotografías de estudiantes en la galería Jorge Martínez","NULL","NULL","NULL","Como parte de la Semana de la Foto, en el CUAAD habrá cursos, conferencias, presentaciones de libros y charlas desde visiones profesionales y académicas","14008","NULL"
"3544","“Los colores del sol” de Paco de la Peña tiñen a Paseo Alcalde","NULL","NULL","NULL","Hasta diciembre, se podrá apreciar de la exposición del artista tapatío acompañada de la poesía de Carmen Villoro","14009","NULL"
"3544","“Los colores del sol” de Paco de la Peña tiñen a Paseo Alcalde","NULL","NULL","NULL","Hasta diciembre, se podrá apreciar de la exposición del artista tapatío acompañada de la poesía de Carmen Villoro","14010","NULL"
"3545","Inician Jornadas en Artes Escénicas en Investigación Creación","NULL","NULL","NULL","Las actividades se realizarán del 30 de septiembre al 14 de octubre y serán abiertas al público en general","14011","NULL"
"3545","Inician Jornadas en Artes Escénicas en Investigación Creación","NULL","NULL","NULL","Las actividades se realizarán del 30 de septiembre al 14 de octubre y serán abiertas al público en general","14012","NULL"
"3546","Exponen fotografía jalisciense en el Centro de la Imagen, en Ciudad de México","NULL","NULL","NULL","Participan académicos y estudiantes de la UdeG, quienes integran parte de la memoria del estado","14014","NULL"
"3546","Exponen fotografía jalisciense en el Centro de la Imagen, en Ciudad de México","NULL","NULL","NULL","Participan académicos y estudiantes de la UdeG, quienes integran parte de la memoria del estado","14015","NULL"
"3546","Exponen fotografía jalisciense en el Centro de la Imagen, en Ciudad de México","NULL","NULL","NULL","Participan académicos y estudiantes de la UdeG, quienes integran parte de la memoria del estado","14016","NULL"
"3547","Acreditan calidad educativa de licenciatura en Diseño para la Comunicación Gráfica del CUAAD","NULL","NULL","NULL","El Presidente del Comaprod entregó al rector de centro la constancia que avala esta distinción","14022","NULL"
"3547","Acreditan calidad educativa de licenciatura en Diseño para la Comunicación Gráfica del CUAAD","NULL","NULL","NULL","El Presidente del Comaprod entregó al rector de centro la constancia que avala esta distinción","14023","NULL"
"3547","Acreditan calidad educativa de licenciatura en Diseño para la Comunicación Gráfica del CUAAD","NULL","NULL","NULL","El Presidente del Comaprod entregó al rector de centro la constancia que avala esta distinción","14024","NULL"
"3547","Acreditan calidad educativa de licenciatura en Diseño para la Comunicación Gráfica del CUAAD","NULL","NULL","NULL","El Presidente del Comaprod entregó al rector de centro la constancia que avala esta distinción","14025","NULL"
"3548","Galería Jorge Martínez muestra la “tridimensionalidad” de Agustín Ramírez","NULL","NULL","NULL","El artista presenta un abanico de técnicas escultóricas","14026","NULL"
"3548","Galería Jorge Martínez muestra la “tridimensionalidad” de Agustín Ramírez","NULL","NULL","NULL","El artista presenta un abanico de técnicas escultóricas","14027","NULL"
